date,time,gameID,releasetime,nGuided,nFree,hb,feederID_1,feederID_2,fd_1,fd_2,fd_3,fd_4,fd_5,fd_6,fd_7,fd_8,fd_9,fd_10,fd_11,fd_12,fd_side_1,fd_side_2,fd_side_3,fd_side_4,fd_side_5,fd_side_6,fd_side_7,fd_side_8,fd_side_9,fd_side_10,fd_side_11,fd_side_12,r_side_1,r_side_2,r_1,r_2,r_3,r_4,r_5,r_6,r_7,r_8,r_9,r_10,r_11,r_12,version,FileNumber,rat
20200415,93953,3,90,3,6,1,4,6,6,6,6,6,6,6,6,6,6,NaN,NaN,NaN,2,2,2,2,2,2,2,2,2,NaN,NaN,NaN,1,5,5,5,5,5,5,5,5,5,5,NaN,NaN,NaN,0135_h6,1,Hachi
20200415,93953,4,90,3,6,5,8,2,8,8,8,8,8,8,8,8,8,NaN,NaN,NaN,1,1,1,1,1,1,1,1,1,NaN,NaN,NaN,5,3,5,5,5,5,5,5,5,5,5,NaN,NaN,NaN,0135_h6,1,Hachi
20200415,93953,5,90,3,6,1,4,6,4,4,4,6,6,6,6,6,6,NaN,NaN,NaN,1,1,1,2,2,2,2,2,2,NaN,NaN,NaN,0,5,0,0,0,5,5,5,5,5,5,NaN,NaN,NaN,0135_h6,1,Hachi
20200415,93953,6,90,3,6,5,8,2,2,2,2,2,2,2,2,2,2,NaN,NaN,NaN,2,2,2,2,2,2,2,2,2,NaN,NaN,NaN,1,5,5,5,5,5,5,5,5,5,5,NaN,NaN,NaN,0135_h6,1,Hachi
20200415,93953,7,90,3,6,1,4,6,4,4,4,6,6,6,6,6,4,NaN,NaN,NaN,1,1,1,2,2,2,2,2,1,NaN,NaN,NaN,5,3,5,5,5,3,3,3,3,3,5,NaN,NaN,NaN,0135_h6,1,Hachi
20200415,93953,8,90,3,6,5,8,2,8,8,8,2,2,2,2,2,2,NaN,NaN,NaN,1,1,1,2,2,2,2,2,2,NaN,NaN,NaN,0,5,0,0,0,5,5,5,5,5,5,NaN,NaN,NaN,0135_h6,1,Hachi
20200415,93953,9,90,3,6,1,4,6,4,4,4,6,6,6,6,6,6,NaN,NaN,NaN,1,1,1,2,2,2,2,2,2,NaN,NaN,NaN,1,5,1,1,1,5,5,5,5,5,5,NaN,NaN,NaN,0135_h6,1,Hachi
20200415,93953,10,90,3,6,5,8,2,2,2,2,8,2,2,2,2,2,NaN,NaN,NaN,2,2,2,1,2,2,2,2,2,NaN,NaN,NaN,1,3,3,3,3,1,3,3,3,3,3,NaN,NaN,NaN,0135_h6,1,Hachi
20200415,93953,11,90,3,6,1,4,6,4,4,4,6,6,6,6,6,6,NaN,NaN,NaN,1,1,1,2,2,2,2,2,2,NaN,NaN,NaN,1,5,1,1,1,5,5,5,5,5,5,NaN,NaN,NaN,0135_h6,1,Hachi
20200415,93953,12,90,3,6,5,8,2,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0135_h6,1,Hachi
20200415,124944,1,90,3,6,5,8,2,8,8,8,8,8,8,8,8,8,NaN,NaN,NaN,1,1,1,1,1,1,1,1,1,NaN,NaN,NaN,3,5,3,3,3,3,3,3,3,3,3,NaN,NaN,NaN,0135_h6,1,Hachi
20200415,124944,2,90,3,6,1,4,6,4,4,4,6,6,6,4,4,6,NaN,NaN,NaN,1,1,1,2,2,2,1,1,2,NaN,NaN,NaN,3,0,3,3,3,0,0,0,3,3,0,NaN,NaN,NaN,0135_h6,1,Hachi
20200415,124944,3,90,3,6,5,8,2,2,2,2,8,8,8,8,8,2,NaN,NaN,NaN,2,2,2,1,1,1,1,1,2,NaN,NaN,NaN,5,3,3,3,3,5,5,5,5,5,3,NaN,NaN,NaN,0135_h6,1,Hachi
20200415,124944,4,90,3,6,1,4,6,6,6,6,6,6,6,6,6,6,NaN,NaN,NaN,2,2,2,2,2,2,2,2,2,NaN,NaN,NaN,0,5,5,5,5,5,5,5,5,5,5,NaN,NaN,NaN,0135_h6,1,Hachi
20200415,124944,5,90,3,6,5,8,2,2,2,2,2,2,2,8,2,8,NaN,NaN,NaN,2,2,2,2,2,2,1,2,1,NaN,NaN,NaN,1,3,3,3,3,3,3,3,1,3,1,NaN,NaN,NaN,0135_h6,1,Hachi
20200415,124944,6,90,3,6,1,4,6,6,6,6,6,6,6,4,6,6,NaN,NaN,NaN,2,2,2,2,2,2,1,2,2,NaN,NaN,NaN,5,3,3,3,3,3,3,3,5,3,3,NaN,NaN,NaN,0135_h6,1,Hachi
20200415,124944,7,90,3,6,5,8,2,8,8,8,2,2,2,2,2,2,NaN,NaN,NaN,1,1,1,2,2,2,2,2,2,NaN,NaN,NaN,1,3,1,1,1,3,3,3,3,3,3,NaN,NaN,NaN,0135_h6,1,Hachi
20200415,124944,8,90,3,6,1,4,6,6,6,6,6,6,6,6,6,6,NaN,NaN,NaN,2,2,2,2,2,2,2,2,2,NaN,NaN,NaN,1,3,3,3,3,3,3,3,3,3,3,NaN,NaN,NaN,0135_h6,1,Hachi
20200415,124944,9,90,3,6,5,8,2,8,8,8,8,8,8,NaN,NaN,NaN,NaN,NaN,NaN,1,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN,NaN,3,0,3,3,3,3,3,3,NaN,NaN,NaN,NaN,NaN,NaN,0135_h6,1,Hachi
20200416,195826,1,90,3,6,5,8,2,8,8,8,2,2,2,2,2,2,NaN,NaN,NaN,1,1,1,2,2,2,2,2,2,NaN,NaN,NaN,0,3,0,0,0,3,3,3,3,3,3,NaN,NaN,NaN,0135_h6,1,Hachi
20200416,195826,2,90,3,6,1,4,6,6,6,6,4,4,4,6,4,4,NaN,NaN,NaN,2,2,2,1,1,1,2,1,1,NaN,NaN,NaN,1,0,0,0,0,1,1,1,0,1,1,NaN,NaN,NaN,0135_h6,1,Hachi
20200416,195826,3,90,3,6,5,8,2,2,2,2,8,2,2,2,2,2,NaN,NaN,NaN,2,2,2,1,2,2,2,2,2,NaN,NaN,NaN,3,1,1,1,1,3,1,1,1,1,1,NaN,NaN,NaN,0135_h6,1,Hachi
20200416,195826,4,90,3,6,1,4,6,6,6,6,4,4,4,4,4,4,NaN,NaN,NaN,2,2,2,1,1,1,1,1,1,NaN,NaN,NaN,5,1,1,1,1,5,5,5,5,5,5,NaN,NaN,NaN,0135_h6,1,Hachi
20200416,195826,5,90,3,6,5,8,2,8,8,8,8,8,8,8,8,8,NaN,NaN,NaN,1,1,1,1,1,1,1,1,1,NaN,NaN,NaN,5,0,5,5,5,5,5,5,5,5,5,NaN,NaN,NaN,0135_h6,1,Hachi
20200416,195826,6,90,3,6,1,4,6,4,4,4,6,6,6,6,6,6,NaN,NaN,NaN,1,1,1,2,2,2,2,2,2,NaN,NaN,NaN,1,5,1,1,1,5,5,5,5,5,5,NaN,NaN,NaN,0135_h6,1,Hachi
20200416,195826,7,90,3,6,5,8,2,8,8,8,8,8,8,8,8,8,NaN,NaN,NaN,1,1,1,1,1,1,1,1,1,NaN,NaN,NaN,5,1,5,5,5,5,5,5,5,5,5,NaN,NaN,NaN,0135_h6,1,Hachi
20200416,195826,8,90,3,6,1,4,6,4,4,4,4,4,4,4,4,4,NaN,NaN,NaN,1,1,1,1,1,1,1,1,1,NaN,NaN,NaN,3,5,3,3,3,3,3,3,3,3,3,NaN,NaN,NaN,0135_h6,1,Hachi
20200416,195826,9,90,3,6,5,8,2,2,2,2,8,8,8,8,8,8,NaN,NaN,NaN,2,2,2,1,1,1,1,1,1,NaN,NaN,NaN,3,1,1,1,1,3,3,3,3,3,3,NaN,NaN,NaN,0135_h6,1,Hachi
20200416,195826,10,90,3,6,1,4,6,4,4,4,6,6,6,6,6,6,NaN,NaN,NaN,1,1,1,2,2,2,2,2,2,NaN,NaN,NaN,0,3,0,0,0,3,3,3,3,3,3,NaN,NaN,NaN,0135_h6,1,Hachi
20200416,195826,11,90,3,6,5,8,2,2,2,2,2,2,2,2,2,2,NaN,NaN,NaN,2,2,2,2,2,2,2,2,2,NaN,NaN,NaN,1,5,5,5,5,5,5,5,5,5,5,NaN,NaN,NaN,0135_h6,1,Hachi
20200416,195826,12,90,3,6,1,4,6,4,4,4,6,6,6,6,6,6,NaN,NaN,NaN,1,1,1,2,2,2,2,2,2,NaN,NaN,NaN,1,3,1,1,1,3,3,3,3,3,3,NaN,NaN,NaN,0135_h6,1,Hachi
20200416,195826,13,90,3,6,5,8,2,8,8,8,8,8,8,8,8,8,NaN,NaN,NaN,1,1,1,1,1,1,1,1,1,NaN,NaN,NaN,3,5,3,3,3,3,3,3,3,3,3,NaN,NaN,NaN,0135_h6,1,Hachi
20200416,195826,14,90,3,6,1,4,6,4,4,4,6,6,6,6,6,6,NaN,NaN,NaN,1,1,1,2,2,2,2,2,2,NaN,NaN,NaN,0,3,0,0,0,3,3,3,3,3,3,NaN,NaN,NaN,0135_h6,1,Hachi
20200416,195826,15,90,3,6,5,8,2,2,2,2,8,8,8,8,8,8,NaN,NaN,NaN,2,2,2,1,1,1,1,1,1,NaN,NaN,NaN,5,1,1,1,1,5,5,5,5,5,5,NaN,NaN,NaN,0135_h6,1,Hachi
20200416,195826,16,90,3,6,1,4,6,6,6,6,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,2,2,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,3,3,3,3,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0135_h6,1,Hachi
20200417,181603,1,90,3,6,5,8,2,2,2,2,2,2,2,2,2,2,NaN,NaN,NaN,2,2,2,2,2,2,2,2,2,NaN,NaN,NaN,1,3,3,3,3,3,3,3,3,3,3,NaN,NaN,NaN,0135_h6,1,Hachi
20200417,181603,2,90,3,6,1,4,6,4,4,4,6,6,4,6,6,6,NaN,NaN,NaN,1,1,1,2,2,1,2,2,2,NaN,NaN,NaN,0,1,0,0,0,1,1,0,1,1,1,NaN,NaN,NaN,0135_h6,1,Hachi
20200417,181603,3,90,3,6,5,8,2,8,8,8,8,8,8,8,8,8,NaN,NaN,NaN,1,1,1,1,1,1,1,1,1,NaN,NaN,NaN,3,0,3,3,3,3,3,3,3,3,3,NaN,NaN,NaN,0135_h6,1,Hachi
20200417,181603,4,90,3,6,1,4,6,4,4,4,6,6,6,6,6,6,NaN,NaN,NaN,1,1,1,2,2,2,2,2,2,NaN,NaN,NaN,1,5,1,1,1,5,5,5,5,5,5,NaN,NaN,NaN,0135_h6,1,Hachi
20200417,181603,5,90,3,6,5,8,2,8,8,8,8,8,8,8,8,8,NaN,NaN,NaN,1,1,1,1,1,1,1,1,1,NaN,NaN,NaN,3,0,3,3,3,3,3,3,3,3,3,NaN,NaN,NaN,0135_h6,1,Hachi
20200417,181603,6,90,3,6,1,4,6,6,6,6,4,6,6,6,6,6,NaN,NaN,NaN,2,2,2,1,2,2,2,2,2,NaN,NaN,NaN,0,3,3,3,3,0,3,3,3,3,3,NaN,NaN,NaN,0135_h6,1,Hachi
20200417,181603,7,90,3,6,5,8,2,8,8,8,2,2,2,2,2,2,NaN,NaN,NaN,1,1,1,2,2,2,2,2,2,NaN,NaN,NaN,1,3,1,1,1,3,3,3,3,3,3,NaN,NaN,NaN,0135_h6,1,Hachi
20200417,181603,8,90,3,6,1,4,6,4,4,4,4,4,4,4,4,4,NaN,NaN,NaN,1,1,1,1,1,1,1,1,1,NaN,NaN,NaN,5,0,5,5,5,5,5,5,5,5,5,NaN,NaN,NaN,0135_h6,1,Hachi
20200417,181603,9,90,3,6,5,8,2,8,8,8,2,2,2,2,2,2,NaN,NaN,NaN,1,1,1,2,2,2,2,2,2,NaN,NaN,NaN,1,5,1,1,1,5,5,5,5,5,5,NaN,NaN,NaN,0135_h6,1,Hachi
20200417,181603,10,90,3,6,1,4,6,4,4,4,4,4,4,4,4,4,NaN,NaN,NaN,1,1,1,1,1,1,1,1,1,NaN,NaN,NaN,3,1,3,3,3,3,3,3,3,3,3,NaN,NaN,NaN,0135_h6,1,Hachi
20200417,181603,11,90,3,6,5,8,2,2,2,2,2,2,2,2,2,2,NaN,NaN,NaN,2,2,2,2,2,2,2,2,2,NaN,NaN,NaN,0,3,3,3,3,3,3,3,3,3,3,NaN,NaN,NaN,0135_h6,1,Hachi
20200417,181603,12,90,3,6,1,4,6,6,6,6,4,4,6,6,4,6,NaN,NaN,NaN,2,2,2,1,1,2,2,1,2,NaN,NaN,NaN,0,1,1,1,1,0,0,1,1,0,1,NaN,NaN,NaN,0135_h6,1,Hachi
20200417,181603,13,90,3,6,5,8,2,8,8,8,2,2,2,8,8,8,NaN,NaN,NaN,1,1,1,2,2,2,1,1,1,NaN,NaN,NaN,3,0,3,3,3,0,0,0,3,3,3,NaN,NaN,NaN,0135_h6,1,Hachi
20200417,181603,14,90,3,6,1,4,6,4,4,4,6,6,6,6,6,6,NaN,NaN,NaN,1,1,1,2,2,2,2,2,2,NaN,NaN,NaN,0,5,0,0,0,5,5,5,5,5,5,NaN,NaN,NaN,0135_h6,1,Hachi
20200417,181603,15,90,3,6,5,8,2,8,8,8,8,8,8,8,8,8,NaN,NaN,NaN,1,1,1,1,1,1,1,1,1,NaN,NaN,NaN,5,3,5,5,5,5,5,5,5,5,5,NaN,NaN,NaN,0135_h6,1,Hachi
20200417,181603,16,90,3,6,1,4,6,4,4,4,4,6,0,NaN,NaN,NaN,NaN,NaN,NaN,1,1,1,1,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,1,5,5,5,5,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0135_h6,1,Hachi
20200417,202523,1,90,3,6,5,8,2,2,2,2,2,2,2,2,2,2,NaN,NaN,NaN,2,2,2,2,2,2,2,2,2,NaN,NaN,NaN,0,5,5,5,5,5,5,5,5,5,5,NaN,NaN,NaN,0135_h6,1,Hachi
20200417,202523,2,90,3,6,1,4,6,6,6,6,4,4,4,4,6,6,NaN,NaN,NaN,2,2,2,1,1,1,1,2,2,NaN,NaN,NaN,1,5,5,5,5,1,1,1,1,5,5,NaN,NaN,NaN,0135_h6,1,Hachi
20200417,202523,3,90,3,6,5,8,2,2,2,2,2,2,2,2,2,2,NaN,NaN,NaN,2,2,2,2,2,2,2,2,2,NaN,NaN,NaN,5,3,3,3,3,3,3,3,3,3,3,NaN,NaN,NaN,0135_h6,1,Hachi
20200417,202523,4,90,3,6,1,4,6,6,6,6,4,6,6,4,4,6,NaN,NaN,NaN,2,2,2,1,2,2,1,1,2,NaN,NaN,NaN,0,3,3,3,3,0,3,3,0,0,3,NaN,NaN,NaN,0135_h6,1,Hachi
20200417,202523,5,90,3,6,5,8,2,2,2,2,2,2,2,2,2,8,NaN,NaN,NaN,2,2,2,2,2,2,2,2,1,NaN,NaN,NaN,1,5,5,5,5,5,5,5,5,5,1,NaN,NaN,NaN,0135_h6,1,Hachi
20200417,202523,6,90,3,6,1,4,6,4,4,4,6,6,6,4,4,0,NaN,NaN,NaN,1,1,1,2,2,2,1,1,NaN,NaN,NaN,NaN,1,5,1,1,1,5,5,5,1,1,NaN,NaN,NaN,NaN,0135_h6,1,Hachi
20200418,162945,1,90,3,6,1,4,6,4,4,4,6,6,6,6,6,6,NaN,NaN,NaN,1,1,1,2,2,2,2,2,2,NaN,NaN,NaN,0,1,0,0,0,1,1,1,1,1,1,NaN,NaN,NaN,0135_h6,1,Hachi
20200418,162945,2,90,3,6,5,8,2,8,8,8,8,8,8,2,2,2,NaN,NaN,NaN,1,1,1,1,1,1,2,2,2,NaN,NaN,NaN,1,5,1,1,1,1,1,1,5,5,5,NaN,NaN,NaN,0135_h6,1,Hachi
20200418,162945,3,90,3,6,1,4,6,4,4,4,6,6,6,6,6,6,NaN,NaN,NaN,1,1,1,2,2,2,2,2,2,NaN,NaN,NaN,0,5,0,0,0,5,5,5,5,5,5,NaN,NaN,NaN,0135_h6,1,Hachi
20200418,162945,4,90,3,6,5,8,2,2,2,2,8,8,8,8,8,2,NaN,NaN,NaN,2,2,2,1,1,1,1,1,2,NaN,NaN,NaN,5,1,1,1,1,5,5,5,5,5,1,NaN,NaN,NaN,0135_h6,1,Hachi
20200418,162945,5,90,3,6,1,4,6,4,4,4,6,6,6,6,4,6,NaN,NaN,NaN,1,1,1,2,2,2,2,1,2,NaN,NaN,NaN,3,1,3,3,3,1,1,1,1,3,1,NaN,NaN,NaN,0135_h6,1,Hachi
20200418,162945,6,90,3,6,5,8,2,2,2,2,2,2,2,2,2,2,NaN,NaN,NaN,2,2,2,2,2,2,2,2,2,NaN,NaN,NaN,1,5,5,5,5,5,5,5,5,5,5,NaN,NaN,NaN,0135_h6,1,Hachi
20200418,162945,7,90,3,6,1,4,6,4,4,4,6,6,4,6,6,4,NaN,NaN,NaN,1,1,1,2,2,1,2,2,1,NaN,NaN,NaN,1,0,1,1,1,0,0,1,0,0,1,NaN,NaN,NaN,0135_h6,1,Hachi
20200418,162945,8,90,3,6,5,8,2,8,8,8,2,2,2,2,2,2,NaN,NaN,NaN,1,1,1,2,2,2,2,2,2,NaN,NaN,NaN,0,5,0,0,0,5,5,5,5,5,5,NaN,NaN,NaN,0135_h6,1,Hachi
20200418,162945,9,90,3,6,1,4,6,4,4,4,6,6,6,6,6,4,NaN,NaN,NaN,1,1,1,2,2,2,2,2,1,NaN,NaN,NaN,1,3,1,1,1,3,3,3,3,3,1,NaN,NaN,NaN,0135_h6,1,Hachi
20200418,162945,10,90,3,6,5,8,2,8,8,8,8,8,8,8,8,8,NaN,NaN,NaN,1,1,1,1,1,1,1,1,1,NaN,NaN,NaN,5,0,5,5,5,5,5,5,5,5,5,NaN,NaN,NaN,0135_h6,1,Hachi
20200418,162945,11,90,3,6,1,4,6,4,4,4,6,4,4,4,6,6,NaN,NaN,NaN,1,1,1,2,1,1,1,2,2,NaN,NaN,NaN,1,0,1,1,1,0,1,1,1,0,0,NaN,NaN,NaN,0135_h6,1,Hachi
20200418,162945,12,90,3,6,5,8,2,8,8,8,8,8,8,8,8,8,NaN,NaN,NaN,1,1,1,1,1,1,1,1,1,NaN,NaN,NaN,3,1,3,3,3,3,3,3,3,3,3,NaN,NaN,NaN,0135_h6,1,Hachi
20200418,162945,13,90,3,6,1,4,6,4,4,4,4,6,6,6,6,6,NaN,NaN,NaN,1,1,1,1,2,2,2,2,2,NaN,NaN,NaN,1,3,1,1,1,1,3,3,3,3,3,NaN,NaN,NaN,0135_h6,1,Hachi
20200418,162945,14,90,3,6,5,8,2,8,8,8,8,8,8,8,8,8,NaN,NaN,NaN,1,1,1,1,1,1,1,1,1,NaN,NaN,NaN,3,0,3,3,3,3,3,3,3,3,3,NaN,NaN,NaN,0135_h6,1,Hachi
20200418,162945,15,90,3,6,1,4,6,6,6,6,6,6,6,6,6,6,NaN,NaN,NaN,2,2,2,2,2,2,2,2,2,NaN,NaN,NaN,3,5,5,5,5,5,5,5,5,5,5,NaN,NaN,NaN,0135_h6,1,Hachi
20200418,162945,16,90,3,6,5,8,2,2,2,2,2,2,2,2,2,2,NaN,NaN,NaN,2,2,2,2,2,2,2,2,2,NaN,NaN,NaN,1,5,5,5,5,5,5,5,5,5,5,NaN,NaN,NaN,0135_h6,1,Hachi
